0.00	0.10	130673	6720	123953
0.10	0.20	249888	36787	213101
0.20	0.30	23310	5881	17429
0.30	0.40	1620	641	979
0.40	0.50	2820	1243	1577
0.50	0.60	95438	53837	41601
0.60	0.70	36738	23250	13488
0.70	0.80	70008	54680	15328
0.80	0.90	134279	112647	21632
0.90	1.00	2055	1750	305
