0.00	0.10	12701	730	11971
0.10	0.20	35842	5469	30373
0.20	0.30	2651	775	1876
0.30	0.40	449	176	273
0.40	0.50	1605	679	926
0.50	0.60	25048	14986	10062
0.60	0.70	28557	18418	10139
0.70	0.80	3921	2663	1258
0.80	0.90	95	75	20
0.90	1.00	0	0	0
